severity,word,familiarity_score,sense_key,category_key,category,category_rule,review_status,fit_score,obviousness_score,conflict,reason,recommended_action
P0,loafer,0.343,,footwear,FOOTWEAR,Things worn on the feet,hard_only,0.97,0.9,hard_only despite high internal obviousness,Loafer is worn on the feet,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,cleat,0.339,,footwear,FOOTWEAR,Things worn on the feet,hard_only,0.97,0.9,hard_only despite high internal obviousness,Cleat is worn on the feet,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,macchiato,0.334,,hot_drinks,HOT DRINKS,Drinks normally served hot,hard_only,0.97,0.9,hard_only despite high internal obviousness,Macchiato is normally served as a hot drink,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,moccasin,0.329,,footwear,FOOTWEAR,Things worn on the feet,hard_only,0.97,0.9,hard_only despite high internal obviousness,Moccasin is worn on the feet,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,kefir,0.304,,dairy_products,DAIRY PRODUCTS,Foods made from milk or sold in the dairy section,hard_only,0.97,0.9,hard_only despite high internal obviousness,Kefir is a dairy product made from milk,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,sunroom,0.291,,home_rooms,HOUSE ROOMS,Rooms and spaces inside an ordinary house,hard_only,0.97,0.9,hard_only despite high internal obviousness,Sunroom is a room or space inside a house,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,cockatiel,0.271,,pets,PETS,Animals commonly kept as household pets in the United States,hard_only,0.97,0.9,hard_only despite high internal obviousness,Cockatiel is commonly kept as a household pet,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P0,wader,0.26,,footwear,FOOTWEAR,Things worn on the feet,hard_only,0.97,0.9,hard_only despite high internal obviousness,Wader is worn on the feet,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,petunia,0.354,,flowers,FLOWERS,Kinds of flowers commonly sold or grown in gardens,hard_only,0.97,0.88,hard_only despite high internal obviousness,Petunia is a kind of flower,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,scrubber,0.353,,cleaning_supplies,CLEANING SUPPLIES,Tools and products used to clean a house,hard_only,0.97,0.88,hard_only despite high internal obviousness,Scrubber is used for cleaning a house,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,gnat,0.351,,insects,INSECTS,Insects and other small bugs an average person recognizes,hard_only,0.97,0.88,hard_only despite high internal obviousness,Gnat is a common insect,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,kombucha,0.35,,cold_drinks,COLD DRINKS,Drinks normally served cold,hard_only,0.97,0.88,hard_only despite high internal obviousness,Kombucha is normally served cold,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,quasar,0.347,,space_objects,SPACE OBJECTS,Objects found in outer space,hard_only,0.97,0.88,hard_only despite high internal obviousness,Quasar is an object found in outer space,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,silkworm,0.343,,insects,INSECTS,Insects and other small bugs an average person recognizes,hard_only,0.97,0.88,hard_only despite high internal obviousness,Silkworm is a common insect,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,aphid,0.341,,insects,INSECTS,Insects and other small bugs an average person recognizes,hard_only,0.97,0.88,hard_only despite high internal obviousness,Aphid is a common insect,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,quesadilla,0.333,,fast_food_items,DRIVE THRU,Items ordered at an American fast food counter,hard_only,0.97,0.88,hard_only despite high internal obviousness,Quesadilla is ordered at a fast food counter,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,whiteout,0.331,,office_supplies,OFFICE SUPPLIES,Small items kept in an office desk and used for paperwork,hard_only,0.97,0.88,hard_only despite high internal obviousness,Whiteout is an office supply used for paperwork,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,podiatrist,0.324,,medical_jobs,MEDICAL JOBS,Jobs held by people who treat patients or work in healthcare,hard_only,0.97,0.88,hard_only despite high internal obviousness,Podiatrist is a job in healthcare,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,squeegee,0.314,,cleaning_supplies,CLEANING SUPPLIES,Tools and products used to clean a house,hard_only,0.97,0.88,hard_only despite high internal obviousness,Squeegee is used for cleaning a house,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,masher,0.314,,kitchen_tools,KITCHEN TOOLS,Handheld tools and utensils used to prepare food in a kitchen,hard_only,0.97,0.88,hard_only despite high internal obviousness,Masher is a tool used to prepare food in a kitchen,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,begonia,0.304,,flowers,FLOWERS,Kinds of flowers commonly sold or grown in gardens,hard_only,0.97,0.88,hard_only despite high internal obviousness,Begonia is a kind of flower,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,spork,0.304,,silverware,SILVERWARE,Eating utensils laid out at a table setting,hard_only,0.97,0.88,hard_only despite high internal obviousness,Spork is an eating utensil at a table setting,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Kwanzaa,0.303,,holidays,HOLIDAYS,Holidays widely celebrated in the United States,hard_only,0.97,0.88,hard_only despite high internal obviousness,Kwanzaa is a holiday widely celebrated in the United States,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,doorframe,0.29,,parts_of_a_house,HOUSE PARTS,Structural parts of a house,hard_only,0.97,0.88,hard_only despite high internal obviousness,Doorframe is a structural part of a house,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,zinnia,0.289,,flowers,FLOWERS,Kinds of flowers commonly sold or grown in gardens,hard_only,0.97,0.88,hard_only despite high internal obviousness,Zinnia is a kind of flower,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,gearshift,0.286,,car_parts,CAR PARTS,Physical parts of an ordinary passenger car,hard_only,0.97,0.88,hard_only despite high internal obviousness,Gearshift is a part of an ordinary car,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,glovebox,0.277,,car_parts,CAR PARTS,Physical parts of an ordinary passenger car,hard_only,0.97,0.88,hard_only despite high internal obviousness,Glovebox is a part of an ordinary car,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,slushie,0.277,,cold_drinks,COLD DRINKS,Drinks normally served cold,hard_only,0.97,0.88,hard_only despite high internal obviousness,Slushie is normally served cold,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,horchata,0.273,,cold_drinks,COLD DRINKS,Drinks normally served cold,hard_only,0.97,0.88,hard_only despite high internal obviousness,Horchata is normally served cold,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Juneteenth,0.254,,holidays,HOLIDAYS,Holidays widely celebrated in the United States,hard_only,0.97,0.88,hard_only despite high internal obviousness,Juneteenth is a holiday widely celebrated in the United States,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,meerkat,0.356,,african_animals,AFRICAN ANIMALS,Wild animals associated with the African savanna,hard_only,0.97,0.85,hard_only despite high internal obviousness,Meerkat lives on the African savanna,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,warthog,0.356,,african_animals,AFRICAN ANIMALS,Wild animals associated with the African savanna,hard_only,0.97,0.85,hard_only despite high internal obviousness,Warthog lives on the African savanna,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,touchpad,0.356,,computer_parts,COMPUTER PARTS,Physical parts of a personal computer,hard_only,0.97,0.85,hard_only despite high internal obviousness,Touchpad is a physical part of a computer,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,guppy,0.356,,fish_species,FISH,Kinds of fish an average person can name,hard_only,0.97,0.85,hard_only despite high internal obviousness,Guppy is a kind of fish,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,scrubber,0.353,,cleaning_tools,CLEANING TOOLS,Tools used for cleaning and tidying,hard_only,0.97,0.85,hard_only despite high internal obviousness,Scrubber is a tool used for cleaning,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,chickenpox,0.353,,illnesses,ILLNESSES,Common illnesses an average person can name,hard_only,0.97,0.85,hard_only despite high internal obviousness,Chickenpox is a common illness,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,bagger,0.353,,store_jobs,STORE JOBS,Jobs held by people who work in shops and stores,hard_only,0.97,0.85,hard_only despite high internal obviousness,Bagger is a job in a shop or store,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,saute,0.351,,cooking_actions,COOKING ACTIONS,Verbs describing something a cook does to food,hard_only,0.97,0.85,hard_only despite high internal obviousness,To saute is something a cook does to food,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,humidifier,0.351,,home_electronics,HOME ELECTRONICS,Electronic devices used in a home,hard_only,0.97,0.85,hard_only despite high internal obviousness,Humidifier is an electronic device used at home,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,arugula,0.351,,pizza_toppings,PIZZA TOPPINGS,Ingredients commonly put on top of a pizza,hard_only,0.97,0.85,hard_only despite high internal obviousness,Arugula is a common pizza topping,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,stocker,0.351,,store_jobs,STORE JOBS,Jobs held by people who work in shops and stores,hard_only,0.97,0.85,hard_only despite high internal obviousness,Stocker is a job in a shop or store,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Tweety,0.35,,cartoon_characters,CARTOON CHARACTERS,Classic cartoon characters,hard_only,0.97,0.85,hard_only despite high internal obviousness,Tweety is a classic cartoon character,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,bisque,0.35,,soups,SOUPS AND STEWS,Kinds of soup and stew,hard_only,0.97,0.85,hard_only despite high internal obviousness,Bisque is a kind of soup or stew,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,bobsled,0.347,,winter_sports,WINTER SPORTS,Sports played on snow or ice,hard_only,0.97,0.85,hard_only despite high internal obviousness,Bobsled is a sport played on snow or ice,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,jenga,0.346,,board_games,BOARD GAMES,Games played on a board with pieces or cards on a table,hard_only,0.97,0.85,hard_only despite high internal obviousness,Jenga is a board game played on a table,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,nightcap,0.343,,sleepwear,SLEEPWEAR,Clothing worn to bed,hard_only,0.97,0.85,hard_only despite high internal obviousness,Nightcap is worn to bed,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,trudge,0.343,,ways_of_moving,WAYS OF MOVING,Verbs describing a way a person moves their body from place to place,hard_only,0.97,0.85,hard_only despite high internal obviousness,To trudge is a way a person moves from place to place,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,turnstile,0.341,,amusement_park,AMUSEMENT PARK,Rides and things found at an amusement park,hard_only,0.97,0.85,hard_only despite high internal obviousness,Turnstile is found at an amusement park,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,thermals,0.341,,winter_clothing,WINTER CLOTHING,Clothing worn specifically to stay warm in cold weather,hard_only,0.97,0.85,hard_only despite high internal obviousness,Thermals is worn to stay warm in cold weather,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,birdwatching,0.339,,camping_and_outdoors,OUTDOOR ACTIVITIES,Recreational activities done outdoors,hard_only,0.97,0.85,hard_only despite high internal obviousness,Birdwatching is a recreational activity done outdoors,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,picnicking,0.336,,camping_and_outdoors,OUTDOOR ACTIVITIES,Recreational activities done outdoors,hard_only,0.97,0.85,hard_only despite high internal obviousness,Picnicking is a recreational activity done outdoors,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,macchiato,0.334,,coffee_drinks,COFFEE DRINKS,Ways coffee is prepared and served,hard_only,0.97,0.85,hard_only despite high internal obviousness,Macchiato is a way coffee is served,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Tinkerbell,0.333,,disney_characters,DISNEY CHARACTERS,Characters from Disney animated films,hard_only,0.97,0.85,hard_only despite high internal obviousness,Tinkerbell is a Disney character,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,macaw,0.333,,jungle_animals,JUNGLE ANIMALS,Animals that live in tropical jungles and rainforests,hard_only,0.97,0.85,hard_only despite high internal obviousness,Macaw lives in the jungle,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,aioli,0.33,,condiments,CONDIMENTS,Things squeezed or spooned onto food at the table,hard_only,0.97,0.85,hard_only despite high internal obviousness,Aioli is put on food at the table,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Popeyes,0.329,,fast_food_chains,FAST FOOD,Fast food restaurant chains in America,hard_only,0.97,0.85,hard_only despite high internal obviousness,Popeyes is an American fast food chain,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,roofer,0.327,,building_trades,BUILDING TRADES,Skilled trades that build and repair buildings,hard_only,0.97,0.85,hard_only despite high internal obviousness,Roofer is a skilled building trade,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Whataburger,0.327,,fast_food_chains,FAST FOOD,Fast food restaurant chains in America,hard_only,0.97,0.85,hard_only despite high internal obviousness,Whataburger is an American fast food chain,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,tapir,0.327,,jungle_animals,JUNGLE ANIMALS,Animals that live in tropical jungles and rainforests,hard_only,0.97,0.85,hard_only despite high internal obviousness,Tapir lives in the jungle,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,funhouse,0.326,,amusement_park,AMUSEMENT PARK,Rides and things found at an amusement park,hard_only,0.97,0.85,hard_only despite high internal obviousness,Funhouse is found at an amusement park,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,yahtzee,0.326,,board_games,BOARD GAMES,Games played on a board with pieces or cards on a table,hard_only,0.97,0.85,hard_only despite high internal obviousness,Yahtzee is a board game played on a table,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,cultivator,0.326,,garden_tools,GARDEN TOOLS,Tools used for gardening and yard work,hard_only,0.97,0.85,hard_only despite high internal obviousness,Cultivator is a tool used for gardening,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,sandcastle,0.324,,sea_shore_things,BEACH THINGS,Things you find on an ocean beach,hard_only,0.97,0.85,hard_only despite high internal obviousness,Sandcastle is found on an ocean beach,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,glazier,0.323,,building_trades,BUILDING TRADES,Skilled trades that build and repair buildings,hard_only,0.97,0.85,hard_only despite high internal obviousness,Glazier is a skilled building trade,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,geocaching,0.323,,camping_and_outdoors,OUTDOOR ACTIVITIES,Recreational activities done outdoors,hard_only,0.97,0.85,hard_only despite high internal obviousness,Geocaching is a recreational activity done outdoors,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,borscht,0.323,,soups,SOUPS AND STEWS,Kinds of soup and stew,hard_only,0.97,0.85,hard_only despite high internal obviousness,Borscht is a kind of soup or stew,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,spyglass,0.321,,pirate_words,PIRATE WORDS,Things and words associated with pirates,hard_only,0.97,0.85,hard_only despite high internal obviousness,Spyglass is associated with pirates,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,greeter,0.321,,store_jobs,STORE JOBS,Jobs held by people who work in shops and stores,hard_only,0.97,0.85,hard_only despite high internal obviousness,Greeter is a job in a shop or store,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,plasterer,0.319,,building_trades,BUILDING TRADES,Skilled trades that build and repair buildings,hard_only,0.97,0.85,hard_only despite high internal obviousness,Plasterer is a skilled building trade,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,teacups,0.317,,amusement_park,AMUSEMENT PARK,Rides and things found at an amusement park,hard_only,0.97,0.85,hard_only despite high internal obviousness,Teacups is found at an amusement park,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,ferryman,0.317,,transport_jobs,TRANSPORT JOBS,"Jobs held by people who drive, fly or pilot for a living",hard_only,0.97,0.85,hard_only despite high internal obviousness,"Ferryman is a job driving, flying or piloting",Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,squeegee,0.314,,cleaning_tools,CLEANING TOOLS,Tools used for cleaning and tidying,hard_only,0.97,0.85,hard_only despite high internal obviousness,Squeegee is a tool used for cleaning,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,gazpacho,0.313,,soups,SOUPS AND STEWS,Kinds of soup and stew,hard_only,0.97,0.85,hard_only despite high internal obviousness,Gazpacho is a kind of soup or stew,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,goulash,0.313,,soups,SOUPS AND STEWS,Kinds of soup and stew,hard_only,0.97,0.85,hard_only despite high internal obviousness,Goulash is a kind of soup or stew,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,hayride,0.31,,seasons_fall,FALL THINGS,Things associated with autumn,hard_only,0.97,0.85,hard_only despite high internal obviousness,Hayride is associated with autumn,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,earmuffs,0.31,,winter_clothing,WINTER CLOTHING,Clothing worn specifically to stay warm in cold weather,hard_only,0.97,0.85,hard_only despite high internal obviousness,Earmuffs is worn to stay warm in cold weather,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,portcullis,0.309,,castle_things,CASTLE THINGS,Parts and features of a medieval castle,hard_only,0.97,0.85,hard_only despite high internal obviousness,Portcullis is part of a medieval castle,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,carafe,0.309,,dishes_and_glassware,DISHES,Things you eat and drink from at a table,hard_only,0.97,0.85,hard_only despite high internal obviousness,Carafe is something you eat or drink from,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,snowshoeing,0.307,,winter_sports,WINTER SPORTS,Sports played on snow or ice,hard_only,0.97,0.85,hard_only despite high internal obviousness,Snowshoeing is a sport played on snow or ice,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,elderberry,0.304,,berries,BERRIES,Small soft fruits called berries in everyday American English,hard_only,0.97,0.85,hard_only despite high internal obviousness,Elderberry is a berry,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,preschooler,0.304,,life_stages,STAGES OF LIFE,Words for the stages of a human life,hard_only,0.97,0.85,hard_only despite high internal obviousness,Preschooler is a stage of human life,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,framer,0.303,,building_trades,BUILDING TRADES,Skilled trades that build and repair buildings,hard_only,0.97,0.85,hard_only despite high internal obviousness,Framer is a skilled building trade,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,merchandiser,0.303,,store_jobs,STORE JOBS,Jobs held by people who work in shops and stores,hard_only,0.97,0.85,hard_only despite high internal obviousness,Merchandiser is a job in a shop or store,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,breadcrumb,0.294,,fairy_tale_things,TALE OBJECTS,Objects that appear in classic fairy tales,hard_only,0.97,0.85,hard_only despite high internal obviousness,Breadcrumb appears in classic fairy tales,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,tendril,0.29,,plant_parts,PLANT PARTS,Parts of a growing plant,hard_only,0.97,0.85,hard_only despite high internal obviousness,Tendril is a part of a growing plant,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,frappe,0.284,,coffee_drinks,COFFEE DRINKS,Ways coffee is prepared and served,hard_only,0.97,0.85,hard_only despite high internal obviousness,Frappe is a way coffee is served,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Wendys,0.284,,fast_food_chains,FAST FOOD,Fast food restaurant chains in America,hard_only,0.97,0.85,hard_only despite high internal obviousness,Wendys is an American fast food chain,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,tiler,0.273,,building_trades,BUILDING TRADES,Skilled trades that build and repair buildings,hard_only,0.97,0.85,hard_only despite high internal obviousness,Tiler is a skilled building trade,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,edger,0.273,,garden_tools,GARDEN TOOLS,Tools used for gardening and yard work,hard_only,0.97,0.85,hard_only despite high internal obviousness,Edger is a tool used for gardening,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,minestrone,0.27,,soups,SOUPS AND STEWS,Kinds of soup and stew,hard_only,0.97,0.85,hard_only despite high internal obviousness,Minestrone is a kind of soup or stew,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,nightshirt,0.267,,sleepwear,SLEEPWEAR,Clothing worn to bed,hard_only,0.97,0.85,hard_only despite high internal obviousness,Nightshirt is worn to bed,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,tobogganing,0.267,,winter_sports,WINTER SPORTS,Sports played on snow or ice,hard_only,0.97,0.85,hard_only despite high internal obviousness,Tobogganing is a sport played on snow or ice,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,clothespin,0.261,,laundry_things,LAUNDRY THINGS,Things used to wash and dry clothes,hard_only,0.97,0.85,hard_only despite high internal obviousness,Clothespin is used to wash or dry clothes,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,gumdrop,0.26,,candy,CANDY,Sweets sold in a candy aisle,hard_only,0.97,0.85,hard_only despite high internal obviousness,Gumdrop is a kind of candy,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,seeder,0.26,,garden_tools,GARDEN TOOLS,Tools used for gardening and yard work,hard_only,0.97,0.85,hard_only despite high internal obviousness,Seeder is a tool used for gardening,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,battlement,0.253,,castle_things,CASTLE THINGS,Parts and features of a medieval castle,hard_only,0.97,0.85,hard_only despite high internal obviousness,Battlement is part of a medieval castle,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,boysenberry,0.247,,berries,BERRIES,Small soft fruits called berries in everyday American English,hard_only,0.97,0.85,hard_only despite high internal obviousness,Boysenberry is a berry,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,doubloon,0.24,,pirate_words,PIRATE WORDS,Things and words associated with pirates,hard_only,0.97,0.85,hard_only despite high internal obviousness,Doubloon is associated with pirates,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,jetway,0.237,,airport_words,AIRPORT WORDS,"Words for things, places or roles you encounter at an airport",hard_only,0.97,0.85,hard_only despite high internal obviousness,Jetway is something you encounter at an airport,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,ramekin,0.236,,dishes_and_glassware,DISHES,Things you eat and drink from at a table,hard_only,0.97,0.85,hard_only despite high internal obviousness,Ramekin is something you eat or drink from,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,cornstalk,0.234,,seasons_fall,FALL THINGS,Things associated with autumn,hard_only,0.97,0.85,hard_only despite high internal obviousness,Cornstalk is associated with autumn,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,mancala,0.23,,board_games,BOARD GAMES,Games played on a board with pieces or cards on a table,hard_only,0.97,0.85,hard_only despite high internal obviousness,Mancala is a board game played on a table,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,pruner,0.23,,garden_tools,GARDEN TOOLS,Tools used for gardening and yard work,hard_only,0.97,0.85,hard_only despite high internal obviousness,Pruner is a tool used for gardening,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,Arbys,0.229,,fast_food_chains,FAST FOOD,Fast food restaurant chains in America,hard_only,0.97,0.85,hard_only despite high internal obviousness,Arbys is an American fast food chain,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,cortado,0.227,,coffee_drinks,COFFEE DRINKS,Ways coffee is prepared and served,hard_only,0.97,0.85,hard_only despite high internal obviousness,Cortado is a way coffee is served,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,consomme,0.216,,soups,SOUPS AND STEWS,Kinds of soup and stew,hard_only,0.97,0.85,hard_only despite high internal obviousness,Consomme is a kind of soup or stew,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,weeder,0.214,,garden_tools,GARDEN TOOLS,Tools used for gardening and yard work,hard_only,0.97,0.85,hard_only despite high internal obviousness,Weeder is a tool used for gardening,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
P1,windsurfing,0.354,,water_sports,WATER SPORTS,Sports played in or on the water,hard_only,0.97,0.82,hard_only despite high internal obviousness,Windsurfing is a sport played in or on the water,Re-evaluate with absolute thresholds; do not rank only relative to the same word other categories.
